title,publishedAt,duration,views,likes,comments,duration_sec,publish_hour,publish_day,cluster
I Interviewed ChatGPT 🔥,2023-01-01 17:20:28+00:00,PT52S,932911,58274,778,52.0,17,Sunday,0
ChatGPT will replace you....,2023-01-01 15:23:52+00:00,PT12M42S,517955,21145,1386,762.0,15,Sunday,1
for Loop with else in Python | Python Tutorial - Day #35,2023-01-01 11:30:10+00:00,PT6M33S,284949,9290,596,393.0,11,Sunday,1
Make more money with these 5 Non Tech Skills💰💰,2023-01-01 06:45:00+00:00,PT59S,111057,13245,66,59.0,6,Sunday,1
Dictionary Methods in Python | Python Tutorial - Day #34,2022-12-31 11:30:05+00:00,PT8M27S,321426,9667,388,507.0,11,Saturday,1
5 tips to beat procrastination 🔥,2022-12-31 02:30:23+00:00,PT57S,71512,7874,51,57.0,2,Saturday,1
Dictionaries in Python | Python Tutorial - Day #33,2022-12-30 11:30:18+00:00,PT10M20S,466922,12578,692,620.0,11,Friday,1
Set Methods in Python | Python Tutorial - Day #32,2022-12-29 11:30:08+00:00,PT15M58S,390043,10313,452,958.0,11,Thursday,1
I Created a Programming Rap Song with ChatGPT 🧑‍🎤,2022-12-29 07:36:53+00:00,PT13M38S,477598,13745,757,818.0,7,Thursday,1
Sets in Python | Python Tutorial - Day #31,2022-12-28 11:30:19+00:00,PT7M52S,392012,10509,530,472.0,11,Wednesday,1
Man Sued his own company 🤣😆😅,2022-12-28 02:30:06+00:00,PT39S,295350,21128,330,39.0,2,Wednesday,1
Recursion in Python | Python Tutorial - Day #30,2022-12-27 11:30:08+00:00,PT10M1S,502353,12020,1111,601.0,11,Tuesday,1
Docstrings in Python | Python Tutorial - Day #29,2022-12-26 11:30:13+00:00,PT8M32S,392745,10428,385,512.0,11,Monday,1
Whatsapp Data Breach  👨‍💻,2022-12-26 02:30:17+00:00,PT32S,92524,6322,159,32.0,2,Monday,1
f-strings in Python | Python Tutorial - Day #28,2022-12-25 11:30:20+00:00,PT8M52S,463133,11711,466,532.0,11,Sunday,1
5 ways to make money in Cybersecurity!,2022-12-25 05:47:06+00:00,PT1M,1126968,78222,276,60.0,5,Sunday,0
Exercise 3: Kaun Banega Crorepati (KBC) | Python Tutorial - Day #27,2022-12-24 11:30:13+00:00,PT2M47S,352291,8020,1180,167.0,11,Saturday,1
The best Todo App (**Ever**) 📝,2022-12-24 08:13:02+00:00,PT53S,339709,23920,290,53.0,8,Saturday,1
Exercise 2: Solution & Shoutouts | Python Tutorial - Day #26,2022-12-23 11:30:07+00:00,PT7M42S,362818,7471,395,462.0,11,Friday,1
Operations on Tuples in Python | Python Tutorial - Day #25,2022-12-22 11:30:13+00:00,PT6M59S,429631,11272,436,419.0,11,Thursday,1
Tuples in Python | Python Tutorial - Day #24,2022-12-21 11:30:05+00:00,PT8M15S,509627,13413,497,495.0,11,Wednesday,1
List Methods in Python | Python Tutorial - Day #23,2022-12-20 11:30:23+00:00,PT9M32S,523919,14106,594,572.0,11,Tuesday,1
Introduction to Lists in Python | Python Tutorial - Day #22,2022-12-19 11:30:11+00:00,PT20M7S,714343,17193,1301,1207.0,11,Monday,1
Function Arguments in Python | Python Tutorial - Day #21,2022-12-18 11:30:00+00:00,PT13M50S,736701,16672,868,830.0,11,Sunday,1
Functions in Python | Python Tutorial - Day #20,2022-12-17 11:30:10+00:00,PT16M18S,967940,22524,1412,978.0,11,Saturday,1
break and continue in Python | Python Tutorial - Day #19,2022-12-16 11:30:06+00:00,PT12M14S,684896,16079,1160,734.0,11,Friday,1
While Loops in Python | Python Tutorial - Day #18,2022-12-15 11:38:24+00:00,PT14M10S,831174,18884,909,850.0,11,Thursday,1
For Loops in Python | Python Tutorial - Day #17,2022-12-14 11:30:19+00:00,PT13M1S,1032214,23647,1251,781.0,11,Wednesday,1
Match Case Statements in Python | Python Tutorial - Day #16,2022-12-13 11:30:07+00:00,PT8M11S,791313,16591,1037,491.0,11,Tuesday,1
Exercise 2: Good Morning Sir | Python Tutorial - Day #15,2022-12-12 11:30:09+00:00,PT5M19S,772446,14512,2188,319.0,11,Monday,1
If Else Conditional Statements in Python | Python Tutorial - Day #14,2022-12-11 11:30:14+00:00,PT19M27S,1103757,23463,1474,1167.0,11,Sunday,1
₹ 936 crores fine to Google again💰,2022-12-11 02:30:03+00:00,PT38S,242948,19063,208,38.0,2,Sunday,1
String Methods in Python | Python Tutorial - Day #13,2022-12-10 11:45:27+00:00,PT22M32S,1290357,29569,1413,1352.0,11,Saturday,1
Money Making Opportunity 🔥,2022-12-10 02:30:12+00:00,PT57S,470699,64106,450,57.0,2,Saturday,0
Strings Slicing and Operations on Strings in Python | Python Tutorial - Day #12,2022-12-09 11:28:25+00:00,PT11M48S,1109437,25012,2416,708.0,11,Friday,1
Create your own VPN server using Open VPN,2022-12-09 05:30:15+00:00,PT10M58S,214424,5375,244,658.0,5,Friday,1
Strings in Python | Python Tutorial - Day #11,2022-12-08 13:28:13+00:00,PT11M35S,1219473,27983,1402,695.0,13,Thursday,1
Taking User Input in Python | Python Tutorial - Day #10,2022-12-07 11:30:14+00:00,PT10M16S,1104442,29208,1878,616.0,11,Wednesday,1
Typecasting in Python | Python Tutorial - Day #9,2022-12-06 16:14:25+00:00,PT9M25S,1195000,30008,1502,565.0,16,Tuesday,1
"Creating a Weather App Using HTML, CSS and JavaScript 🔥",2022-12-06 14:30:10+00:00,PT43M24S,734819,15585,947,2604.0,14,Tuesday,1
Exercise 1: Calculator using Python (Solution) | Python Tutorial - Day #8,2022-12-05 11:30:09+00:00,PT10M22S,1152523,23046,1590,622.0,11,Monday,1
Exercise 1: Calculator using Python | Python Tutorial - Day #7,2022-12-04 11:30:07+00:00,PT6M50S,1299239,26242,2572,410.0,11,Sunday,1
"Creating a Dictionary App using HTML, CSS, JavaScript & RapidAPI",2022-12-04 02:30:11+00:00,PT43M41S,113778,2845,179,2621.0,2,Sunday,1
Variables and Data Types | Python Tutorial - Day #6,2022-12-03 11:30:10+00:00,PT16M45S,1864896,44296,2835,1005.0,11,Saturday,0
Create your own Social Media Website - Mastodon Server Tutorial 🔥,2022-12-03 05:30:02+00:00,PT17M37S,55600,2342,219,1057.0,5,Saturday,1
My Favorite VS Code Extension 🔥,2022-12-03 02:30:03+00:00,PT36S,751358,49044,112,36.0,2,Saturday,0
"Comments, Escape Sequences & Print Statement | Python Tutorial - Day #5",2022-12-02 11:30:09+00:00,PT18M42S,2125240,46049,4468,1122.0,11,Friday,0
Recession and layoffs - When will it end?,2022-12-02 07:01:20+00:00,PT12M,295588,13889,543,720.0,7,Friday,1
Our First Python Program | Python Tutorial - Day #4,2022-12-01 11:30:02+00:00,PT7M24S,2008758,44393,6274,444.0,11,Thursday,0
Modules and Pip | Python Tutorial - Day #3,2022-11-30 12:36:50+00:00,PT12M41S,2867514,55853,2881,761.0,12,Wednesday,0
Some Amazing Python Programs - The Power of Python | Python Tutorial - Day #2,2022-11-29 11:30:07+00:00,PT8M38S,3178382,73280,3008,518.0,11,Tuesday,0
Introduction to Programming & Python | Python Tutorial - Day #1,2022-11-28 11:30:03+00:00,PT11M50S,9797332,233998,30194,710.0,11,Monday,2
#100DaysOfCode with Python,2022-11-27 16:47:23+00:00,PT44S,205192,31285,6111,44.0,16,Sunday,1
Upskill on cloud : A guided tutorial to avail 50% discount on certification,2022-11-27 05:51:08+00:00,PT11M50S,20360,1086,113,710.0,5,Sunday,1
"Lets Create a World Clock with Alarm Using HTML, CSS & JavaScript",2022-11-26 14:12:08+00:00,PT39M43S,93926,2748,238,2383.0,14,Saturday,1
AI for Frontend Development 🔥,2022-11-25 11:30:15+00:00,PT52S,248155,23990,175,52.0,11,Friday,1
THIS NEEDS TO STOP! Shame! (Watch full video) 😢,2022-11-22 07:00:16+00:00,PT9M40S,399411,23411,1419,580.0,7,Tuesday,1
3 Killer Job Tips 🔥,2022-11-20 10:49:32+00:00,PT59S,143490,14631,107,59.0,10,Sunday,1
(∄ a) A Perfect Developer 💻,2022-11-18 16:53:23+00:00,PT47S,430704,56386,276,47.0,16,Friday,0
Locofy.ai: Convert your Figma designs to Quality Code 🔥,2022-11-17 11:30:07+00:00,PT23M7S,444282,11201,444,1387.0,11,Thursday,1
Project 2: Bulk Rename Desktop App in Node.js | JavaScript Tutorial in Hindi #103,2022-11-15 02:30:02+00:00,PT20M59S,129225,2250,348,1259.0,2,Tuesday,1
Project 1: PDF Merger WebApp Using JavaScript & Bootstrap | JavaScript Tutorial in Hindi #102,2022-11-10 13:04:57+00:00,PT36M15S,246872,4669,464,2175.0,13,Thursday,1
Exercise 8 - Solutions and Shoutouts | JavaScript Tutorial in Hindi #101,2022-11-10 09:02:32+00:00,PT14M14S,75047,1320,98,854.0,9,Thursday,1
Event Loop in JavaScript | JavaScript Tutorial in Hindi #100,2022-11-09 06:12:58+00:00,PT12M54S,175814,4595,287,774.0,6,Wednesday,1
Regular Expressions in JavaScript | JavaScript Tutorial in Hindi #99,2022-11-08 07:27:19+00:00,PT11M26S,146627,3263,97,686.0,7,Tuesday,1
Top 3 Languages for Web Development,2022-11-07 16:05:47+00:00,PT57S,1065867,83237,312,57.0,16,Monday,0
Top 3 Programming Languages 💻,2022-11-06 15:38:17+00:00,PT56S,985451,93300,388,56.0,15,Sunday,0
Using Express.js to Create a Backend Server | JavaScript Tutorial in Hindi #98,2022-11-05 11:32:59+00:00,PT9M45S,75397,2132,153,585.0,11,Saturday,1
Modules in JavaScript | JavaScript Tutorial in Hindi #97,2022-11-05 02:30:14+00:00,PT10M55S,98325,2394,124,655.0,2,Saturday,1
Is Maths required for coding?,2022-11-04 17:00:22+00:00,PT56S,764725,68743,383,56.0,17,Friday,0
npm and Node.js Packages | JavaScript Tutorial in Hindi #96,2022-11-04 14:26:54+00:00,PT20M29S,121189,2792,232,1229.0,14,Friday,1
3 GBPS = Your Internet Speed 🤯,2022-11-03 17:00:39+00:00,PT58S,717641,65594,363,58.0,17,Thursday,0
JavaScript on the Server | JavaScript Tutorial in Hindi #95,2022-11-03 11:34:29+00:00,PT10M9S,67240,2205,85,609.0,11,Thursday,1
Exercise 8 - Alarm Clock | JavaScript Tutorial in Hindi #94,2022-11-03 08:08:18+00:00,PT5M35S,49000,1337,62,335.0,8,Thursday,1
Best Coding App for Phones🔥,2022-11-02 17:00:02+00:00,PT52S,861936,65838,399,52.0,17,Wednesday,0
Exercise 7 - Password Generator Solution | JavaScript Tutorial in Hindi #93,2022-11-02 15:49:26+00:00,PT19M39S,60651,1668,70,1179.0,15,Wednesday,1
JavaScript Chapter 12 - Practice Set | JavaScript Tutorial in Hindi #92,2022-11-02 12:37:06+00:00,PT8M39S,46524,1594,90,519.0,12,Wednesday,1
Match Case 🐍,2022-11-02 07:49:44+00:00,PT32S,63425,5744,53,32.0,7,Wednesday,1
Arrow Functions Revisited | JavaScript Tutorial in Hindi #91,2022-10-31 13:30:08+00:00,PT10M52S,136558,3608,152,652.0,13,Monday,1
Closures in JavaScript | JavaScript Tutorial in Hindi #90,2022-10-31 07:45:00+00:00,PT14M49S,191253,4817,194,889.0,7,Monday,1
Hoisting in JavaScript | JavaScript Tutorial in Hindi #89,2022-10-28 15:01:07+00:00,PT10M46S,171501,4453,175,646.0,15,Friday,1
local and global Scope in JavaScript | JavaScript Tutorial in Hindi #88,2022-10-28 11:30:08+00:00,PT4M28S,85013,2596,76,268.0,11,Friday,1
Destructuring assignment and Spread Operator | JavaScript Tutorial in Hindi #87,2022-10-28 05:49:48+00:00,PT15M1S,137160,3940,111,901.0,5,Friday,1
IIFE - Immediately Invoked Function Expressions | JavaScript Tutorial in Hindi #86,2022-10-27 14:30:10+00:00,PT8M13S,84804,2596,152,493.0,14,Thursday,1
Monitor your Server from Browser like a Pro - CasaOS 🔥,2022-10-26 13:23:50+00:00,PT11M26S,28898,1086,103,686.0,13,Wednesday,1
Exercise 7 - Password Generator | JavaScript Tutorial in Hindi #85,2022-10-25 07:13:23+00:00,PT2M54S,56363,1600,85,174.0,7,Tuesday,1
Google's business strategy! (brilliant) 🔥,2022-10-24 17:48:17+00:00,PT42S,127323,8442,46,42.0,17,Monday,1
Exercise 6 - Solution & Shoutouts | JavaScript Tutorial in Hindi #84,2022-10-23 15:30:01+00:00,PT16M29S,67393,1691,159,989.0,15,Sunday,1
JavaScript Chapter 11 Practice Set | JavaScript Tutorial in Hindi #83,2022-10-23 11:30:00+00:00,PT12M50S,55468,1987,120,770.0,11,Sunday,1
Windows 12 leaked (Have a Look)😯,2022-10-22 16:30:05+00:00,PT29S,1100024,50312,507,29.0,16,Saturday,0
"getters, setters & instanceOf Operator | JavaScript Tutorial in Hindi #82",2022-10-22 02:30:15+00:00,PT9M10S,92579,3071,187,550.0,2,Saturday,1
"₹1,337.76 crore fine on Google",2022-10-21 13:03:03+00:00,PT37S,144184,10134,131,37.0,13,Friday,1
$19M fine on Apple 🍎,2022-10-21 06:21:36+00:00,PT22S,130520,10215,119,22.0,6,Friday,1
Static Method in JavaScript | JavaScript Tutorial in Hindi #81,2022-10-21 05:30:07+00:00,PT8M5S,78065,2319,83,485.0,5,Friday,1
Constructors in JavaScript | JavaScript Tutorial in Hindi #80,2022-10-20 15:30:09+00:00,PT8M40S,74467,2505,343,520.0,15,Thursday,1
Constructors in JavaScript | JavaScript Tutorial in Hindi #79,2022-10-20 11:30:09+00:00,PT9M15S,80936,2520,124,555.0,11,Thursday,1
Constructors in JavaScript | JavaScript Tutorial in Hindi #77,2022-10-20 09:05:45+00:00,PT14M18S,132333,3292,98,858.0,9,Thursday,1
Inheritance & extends Keyword in JavaScript | JavaScript Tutorial in Hindi #78,2022-10-20 08:15:00+00:00,PT13M24S,97661,3121,157,804.0,8,Thursday,1
WhatsApp Vulnerability 👩‍💻👨‍💻,2022-10-19 16:30:11+00:00,PT35S,268297,16117,120,35.0,16,Wednesday,1
Classes and Objects in JavaScript | JavaScript Tutorial in Hindi #76,2022-10-19 13:13:20+00:00,PT14M3S,196800,4216,176,843.0,13,Wednesday,1
Protypes and __proto__ in JavaScript | JavaScript Tutorial in Hindi #75,2022-10-19 10:20:27+00:00,PT8M29S,154324,3688,134,509.0,10,Wednesday,1
Introduction to Object Oriented Programming | JavaScript Tutorial in Hindi #74,2022-10-18 06:42:32+00:00,PT8M54S,146653,3733,143,534.0,6,Tuesday,1
This Investment Is Worth It 💰💰,2022-10-17 18:09:08+00:00,PT59S,412948,32191,195,59.0,18,Monday,1
Exercise 6: Todo List | JavaScript Tutorial in Hindi #73,2022-10-17 15:46:01+00:00,PT1M52S,91698,1760,68,112.0,15,Monday,1
Exercise 5: Solutions & Shoutouts | JavaScript Tutorial in Hindi #72,2022-10-17 12:06:57+00:00,PT15M10S,64327,1737,65,910.0,12,Monday,1
JavaScript Chapter 10 - Practice Set | JavaScript Tutorial in Hindi #71,2022-10-16 15:30:07+00:00,PT22M45S,89080,2528,323,1365.0,15,Sunday,1
sessionStorage & related methods | JavaScript Tutorial in Hindi #70,2022-10-16 05:30:13+00:00,PT6M15S,102088,3045,103,375.0,5,Sunday,1
localStorage & related methods | JavaScript Tutorial in Hindi #69,2022-10-15 11:30:02+00:00,PT11M56S,203724,4731,150,716.0,11,Saturday,1
Cookies in JavaScript| JavaScript Tutorial in Hindi #68,2022-10-15 05:30:23+00:00,PT15M8S,186406,4472,155,908.0,5,Saturday,1
Sending POST request with Fetch API | JavaScript Tutorial in Hindi #67,2022-10-14 14:30:01+00:00,PT12M15S,205350,3963,424,735.0,14,Friday,1
Fetch API | JavaScript Tutorial in Hindi #66,2022-10-14 10:30:02+00:00,PT12M31S,455493,7988,229,751.0,10,Friday,1
Every Freelancer should do *these* (Max Earnings),2022-10-13 11:30:10+00:00,PT17M15S,151727,7794,270,1035.0,11,Thursday,1
Exercise 5: Hackerman | JavaScript Tutorial in Hindi #65,2022-10-13 05:30:03+00:00,PT4M38S,74848,2267,148,278.0,5,Thursday,1
Exercise 4: Solutions & Shoutouts | JavaScript Tutorial in Hindi #64,2022-10-12 11:30:11+00:00,PT13M58S,79985,2078,86,838.0,11,Wednesday,1
JavaScript Chapter 9 - Practice Set  | JavaScript Tutorial in Hindi #63,2022-10-12 05:30:17+00:00,PT23M27S,104685,2981,135,1407.0,5,Wednesday,1
The Finally Clause | JavaScript Tutorial in Hindi #62,2022-10-11 11:30:22+00:00,PT10M11S,95242,3618,335,611.0,11,Tuesday,1
The Error Object & Custom Errors | JavaScript Tutorial in Hindi #61,2022-10-10 11:30:12+00:00,PT8M4S,111042,3411,111,484.0,11,Monday,1
Data Breach 🤯,2022-10-10 08:32:48+00:00,PT31S,96073,5315,54,31.0,8,Monday,1
Free AI Code Completion 🔥,2022-10-10 07:12:45+00:00,PT27S,207050,13431,58,27.0,7,Monday,1
Error Handling: try and catch | JavaScript Tutorial in Hindi #60,2022-10-09 07:14:17+00:00,PT12M15S,171420,4805,232,735.0,7,Sunday,1
Sova Virus is Dangerous! 👨‍💻,2022-10-08 16:30:03+00:00,PT54S,158490,11217,103,54.0,16,Saturday,1
Async/Await in JavaScript | JavaScript Tutorial in Hindi #59,2022-10-08 11:30:08+00:00,PT20M8S,343458,7698,278,1208.0,11,Saturday,1
Use Your Computer From a Browser Tab (Amazing Technology),2022-10-07 11:30:09+00:00,PT17M2S,127906,4064,300,1022.0,11,Friday,1
The Promise API | JavaScript Tutorial in Hindi #58,2022-10-07 05:30:15+00:00,PT14M33S,154155,4473,171,873.0,5,Friday,1
Attaching Multiple Handlers to a Promise | JavaScript Tutorial in Hindi #57,2022-10-06 11:30:11+00:00,PT8M1S,128330,3716,143,481.0,11,Thursday,1
Promise Chaining .then() calls | JavaScript Tutorial in Hindi #56,2022-10-06 07:15:47+00:00,PT17M58S,194012,4741,217,1078.0,7,Thursday,1
Promise .then() and .catch() | JavaScript Tutorial in Hindi #55,2022-10-05 11:30:05+00:00,PT16M50S,269445,6642,225,1010.0,11,Wednesday,1
Awesome .new Domains 🔥,2022-10-05 06:30:29+00:00,PT36S,80438,8045,56,36.0,6,Wednesday,1
"₹8,00,000 from GTA 5 🤯",2022-10-04 07:36:47+00:00,PT39S,395336,31915,132,39.0,7,Tuesday,1
Introduction to Promises | JavaScript Tutorial in Hindi #54,2022-10-04 05:49:00+00:00,PT13M27S,372113,8033,255,807.0,5,Tuesday,1
Callback Hell & Pyramid of Doom | JavaScript Tutorial in Hindi #53,2022-10-02 11:30:11+00:00,PT12M27S,188974,4936,234,747.0,11,Sunday,1
Python Heart 💘,2022-10-02 06:32:22+00:00,PT29S,234166,19749,143,29.0,6,Sunday,1
Introduction to Callbacks | JavaScript Tutorial in Hindi #52,2022-10-01 15:15:28+00:00,PT20M53S,379448,7712,518,1253.0,15,Saturday,1
How to Create a Beautiful Website in 5 - 10 Minutes 🔥,2022-09-28 11:30:04+00:00,PT14M50S,58346,2333,252,890.0,11,Wednesday,1
Coding AI for Phones 📳,2022-09-27 06:41:08+00:00,PT1M,144461,13594,140,60.0,6,Tuesday,1
Which Monitor to buy? (Shortlisted Models),2022-09-25 15:50:17+00:00,PT6M35S,30453,736,161,395.0,15,Sunday,1
"20K, 30K and 50K PC Builds for Coders (2024 Edition) 🔥",2022-09-25 15:02:41+00:00,PT12M46S,94525,2977,215,766.0,15,Sunday,1
How much primary storage SSD do you need?,2022-09-25 13:24:44+00:00,PT8M30S,192956,5900,497,510.0,13,Sunday,1
Which Apple MacBook to Buy? (No Mistakes) 💻,2022-09-25 06:15:50+00:00,PT18M50S,191402,4547,468,1130.0,6,Sunday,1
Dont Buy these Laptops 🚫,2022-09-24 05:17:33+00:00,PT13M30S,333849,12355,1041,810.0,5,Saturday,1
PC Build Or Low Budget Laptop (Final Verdict),2022-09-23 13:24:11+00:00,PT7M41S,68031,3156,352,461.0,13,Friday,1
Tricks to Search for good Laptop Models Yourself (Tutorial),2022-09-23 05:30:13+00:00,PT44M40S,230044,8169,627,2680.0,5,Friday,1
Shortcuts 99.9% coders don't know about!,2022-09-21 16:30:01+00:00,PT24S,231756,20343,90,24.0,16,Wednesday,1
Exercise 4: Clock using JavaScript | JavaScript Tutorial in Hindi #51,2022-09-21 11:30:00+00:00,PT4M50S,142076,3268,251,290.0,11,Wednesday,1
This Tailwind CSS Website is Amazing 🔥,2022-09-20 16:30:02+00:00,PT46S,201428,16133,59,46.0,16,Tuesday,1
Exercise 3: Solution & Shoutouts | JavaScript Tutorial in Hindi #50,2022-09-20 11:30:01+00:00,PT11M,116342,2763,159,660.0,11,Tuesday,1
₹20000000 from Google! 🤯,2022-09-19 14:24:26+00:00,PT48S,2056174,136531,2096,48.0,14,Monday,0
JavaScript Chapter 8 - Practice Set | JavaScript Tutorial in Hindi #49,2022-09-19 11:34:00+00:00,PT15M15S,140750,3901,212,915.0,11,Monday,1
This needs to be said!,2022-09-18 08:07:42+00:00,PT1M,89624,8974,63,60.0,8,Sunday,1
Handling Browser Events | JavaScript Tutorial in Hindi #48,2022-09-17 11:30:28+00:00,PT15M48S,200674,5843,305,948.0,11,Saturday,1
Introduction to Browser Events | JavaScript Tutorial in Hindi #47,2022-09-16 11:42:02+00:00,PT9M18S,183263,5043,244,558.0,11,Friday,1
setInterval and setTimeout in JavaScript | JavaScript Tutorial in Hindi #46,2022-09-15 16:30:06+00:00,PT11M9S,215149,5708,252,669.0,16,Thursday,1
Changing HTML Classes using JavaScript: className and classList | JavaScript Tutorial in Hindi #45,2022-09-15 11:30:16+00:00,PT9M50S,173489,4972,171,590.0,11,Thursday,1
"insertAdjacentHTML, insertAdjacentElement and insertAdjacentText  | JavaScript Tutorial in Hindi #44",2022-09-15 06:56:41+00:00,PT6M24S,144252,4327,199,384.0,6,Thursday,1
Instagram Account Hacked?,2022-09-14 19:30:13+00:00,PT25S,619394,30920,387,25.0,19,Wednesday,1
HTML Insertion Methods | JavaScript Tutorial in Hindi #43,2022-09-14 15:48:28+00:00,PT9M58S,189234,5253,264,598.0,15,Wednesday,1
Build your First Website the Easiest Way using WordPress!,2022-09-14 09:58:12+00:00,PT16M41S,689004,13386,469,1001.0,9,Wednesday,1
HTML Attributes and their methods | JavaScript Tutorial in Hindi #42,2022-09-14 03:30:10+00:00,PT13M20S,205053,5834,217,800.0,3,Wednesday,1
Gazab ki Google Trick 🔥🔥,2022-09-12 16:30:01+00:00,PT26S,207928,18736,172,26.0,16,Monday,1
"innerHTML, outerHTML and other properties | JavaScript Tutorial in Hindi #41",2022-09-12 12:45:01+00:00,PT11M36S,265244,6113,259,696.0,12,Monday,1
620 GBPS ka attack 🤯,2022-09-11 09:20:18+00:00,PT52S,183299,19092,133,52.0,9,Sunday,1
Stock market fraud 😲,2022-09-10 13:31:47+00:00,PT59S,552883,48803,245,59.0,13,Saturday,1
Exercise 3 - Tell me a Joke | JavaScript Tutorial in Hindi #40,2022-09-10 02:30:01+00:00,PT9M1S,164915,3793,300,541.0,2,Saturday,1
JavaScript Exercise 2: Solution & Shoutouts | JavaScript Tutorial in Hindi #39,2022-09-09 07:28:31+00:00,PT19M5S,173465,4153,239,1145.0,7,Friday,1
JavaScript Chapter 7 - Practice Set | JavaScript Tutorial in Hindi #38,2022-09-08 15:36:10+00:00,PT10M1S,178723,5376,452,601.0,15,Thursday,1
"matches, closest and contains | JavaScript Tutorial in Hindi #37",2022-09-06 10:30:04+00:00,PT8M6S,215750,6074,411,486.0,10,Tuesday,1
Searching the DOM | JavaScript Tutorial in Hindi #36,2022-09-05 14:48:00+00:00,PT23M27S,272857,7261,398,1407.0,14,Monday,1
Table Navigation | JavaScript Tutorial in Hindi #35,2022-09-04 14:34:46+00:00,PT9M44S,236711,6472,327,584.0,14,Sunday,1
Element only Navigation | JavaScript Tutorial in Hindi #34,2022-09-04 10:02:52+00:00,PT9M31S,235944,6081,221,571.0,10,Sunday,1
Parents & Siblings of an Element | JavaScript Tutorial in Hindi #33,2022-09-03 14:53:50+00:00,PT12M26S,255310,6639,227,746.0,14,Saturday,1
Accessing Children of an Element | JavaScript Tutorial in Hindi #32,2022-09-03 05:30:02+00:00,PT10M4S,283208,7114,416,604.0,5,Saturday,1
Signup & use Wordpress on Dreamhost 💻,2022-09-02 11:30:23+00:00,PT1M,42870,2257,35,60.0,11,Friday,1
Walking the DOM | JavaScript Tutorial in Hindi #31,2022-09-02 05:30:03+00:00,PT13M7S,345738,8083,311,787.0,5,Friday,1
Possible reasons you are not getting the job you wanted!,2022-09-01 06:39:22+00:00,PT8M20S,65536,3612,313,500.0,6,Thursday,1
Khatarnaak Game 🤯😲,2022-08-31 19:06:08+00:00,PT34S,589276,40992,200,34.0,19,Wednesday,1
Personal Portfolio Website + Blog Using WordPress (No Coding),2022-08-30 07:21:30+00:00,PT40M37S,130749,3330,271,2437.0,7,Tuesday,1
"Exercise 2 - Snake, Water and Gun| JavaScript Tutorial in Hindi #30",2022-08-29 15:25:28+00:00,PT3M39S,241946,5314,424,219.0,15,Monday,1
JavaScript Chapter 6 - Practice Set | JavaScript Tutorial in Hindi #29,2022-08-28 15:45:02+00:00,PT12M47S,280216,7118,535,767.0,15,Sunday,1
"DOM, BOM & Window Object | JavaScript Tutorial in Hindi #28",2022-08-28 07:21:50+00:00,PT11M28S,457903,10793,309,688.0,7,Sunday,1
"JavaScript alert, prompt & confirm | JavaScript Tutorial in Hindi #27",2022-08-26 11:30:01+00:00,PT11M30S,310219,8075,290,690.0,11,Friday,1
Machine Learning use cases you probably don't know about,2022-08-25 11:54:02+00:00,PT10M50S,110586,6390,349,650.0,11,Thursday,1
Easy Game Development 🔥,2022-08-23 15:32:20+00:00,PT45S,213333,13769,152,45.0,15,Tuesday,1
JavaScript Exercise 1: Solution & Shoutouts | JavaScript Tutorial in Hindi #26,2022-08-21 16:36:08+00:00,PT13M43S,253384,5835,415,823.0,16,Sunday,1
This Happens on Dark Web 🔥,2022-08-20 11:30:18+00:00,PT36S,2850581,123309,1500,36.0,11,Saturday,0
JavaScript Console Object | JavaScript Tutorial in Hindi #25,2022-08-19 14:30:00+00:00,PT11M16S,299675,7998,284,676.0,14,Friday,1
JavaScript Script Tag | JavaScript Tutorial in Hindi #24,2022-08-18 14:52:15+00:00,PT8M2S,296090,7644,260,482.0,14,Thursday,1
JavaScript in the Browser | JavaScript Tutorial in Hindi #23,2022-08-17 15:58:25+00:00,PT10M14S,342914,8466,351,614.0,15,Wednesday,1
SQL Injection 💉,2022-08-16 13:32:02+00:00,PT59S,339768,22242,160,59.0,13,Tuesday,1
Exercise 1 - Guess the Number | JavaScript Tutorial in Hindi #22,2022-08-15 12:57:00+00:00,PT8M40S,320306,7847,939,520.0,12,Monday,1
JavaScript Chapter 5 - Practice Set on Arrays | JavaScript Tutorial in Hindi #21,2022-08-14 14:00:54+00:00,PT11M33S,315029,8433,501,693.0,14,Sunday,1
"Map, Filter & Reduce in JavaScript | JavaScript Tutorial in Hindi #20",2022-08-13 13:40:30+00:00,PT12M49S,640890,14590,507,769.0,13,Saturday,1
Killer GitHub Readme 🐱‍👤,2022-08-12 14:30:19+00:00,PT23S,253910,14848,69,23.0,14,Friday,1
Using Loops With Arrays in JavaScript | JavaScript Tutorial in Hindi #19,2022-08-11 12:00:32+00:00,PT11M58S,474442,11892,480,718.0,12,Thursday,1
BOTNET: Are you Hijacked? 🤠,2022-08-10 06:21:51+00:00,PT56S,228513,14876,90,56.0,6,Wednesday,1
Some More JavaScript Array Methods | JavaScript Tutorial in Hindi #18,2022-08-09 12:00:12+00:00,PT17M4S,426757,11796,644,1024.0,12,Tuesday,1
JavaScript Array Methods | JavaScript Tutorial in Hindi #17,2022-08-06 11:30:02+00:00,PT10M2S,460605,10279,403,602.0,11,Saturday,1
Introduction to Arrays | JavaScript Tutorial in Hindi #16,2022-08-05 13:17:51+00:00,PT10M19S,486660,11289,942,619.0,13,Friday,1
