title,publishedAt,duration,views,likes,comments,duration_sec,publish_hour,publish_day,cluster
"Lets build a Password Manager using HTML, CSS and JavaScript (Use it!)",2023-09-04 11:30:13+00:00,PT1H14M48S,106616,2762,234,4488.0,11,Monday,1
How to use VS Code in an Android Phone (Updated Video),2023-09-03 13:34:36+00:00,PT8M7S,494706,13439,1775,487.0,13,Sunday,1
Amazing ChatGPT Trick 🔥,2023-09-02 05:30:04+00:00,PT47S,2689087,121105,789,47.0,5,Saturday,0
💰 Money Saving trick 99% people don't know 💲,2023-09-01 06:56:31+00:00,PT42S,374065,33023,235,42.0,6,Friday,1
Quick Gmail Trick 🔥,2023-08-27 10:52:18+00:00,PT1M,1145513,86534,469,60.0,10,Sunday,0
Quick VS Code Trick 🔥,2023-08-26 16:30:04+00:00,PT41S,85400,7235,62,41.0,16,Saturday,1
Installing Ubuntu GUI Desktop on a Linux VPS on Linode 🔥,2023-08-26 11:30:14+00:00,PT10M31S,33671,775,202,631.0,11,Saturday,1
Best AI Tool for Images 🔥,2023-08-25 16:30:00+00:00,PT45S,78031,6780,31,45.0,16,Friday,1
"₹19,000 PC Build for Developers: Amazon Order, Unboxing, and Analysis (Unbelievable!)",2023-08-24 11:30:03+00:00,PT14M22S,358618,11251,737,862.0,11,Thursday,1
The Android Developer Roadmap for 2024 (Right Way) 🔥,2023-08-23 11:38:12+00:00,PT21M12S,499157,18318,1220,1272.0,11,Wednesday,1
"[Project] Build Your Own Currency Converter: A Step-by-Step Guide using HTML, CSS, and JavaScript",2023-08-22 11:30:15+00:00,PT1H6M34S,97365,2313,170,3994.0,11,Tuesday,1
Creating an Article Generator Website using Langchain and OpenAI | Generative AI Series 🔥,2023-08-19 11:30:13+00:00,PT53M35S,47375,1079,110,3215.0,11,Saturday,1
Avoid Buying Older MacBooks - Here's Why! 💻,2023-08-18 15:36:30+00:00,PT9M12S,25751,1300,188,552.0,15,Friday,1
Microsoft Owns Everything 👨‍💻👨‍💻,2023-08-17 16:30:06+00:00,PT34S,366063,33359,301,34.0,16,Thursday,1
Copy Paste like a Pro!,2023-08-16 16:30:09+00:00,PT1M,269624,20443,181,60.0,16,Wednesday,1
New Operating System for India 🔥,2023-08-15 16:30:11+00:00,PT35S,214147,14537,204,35.0,16,Tuesday,1
FrontEnd Development is Dead? ☠️☠️,2023-08-14 16:30:06+00:00,PT58S,197618,17505,140,58.0,16,Monday,1
Copied Projects in your Resume ⚠️⚠️,2023-08-13 16:30:08+00:00,PT1M,386844,27242,95,60.0,16,Sunday,1
ChatGPT Passed Turing Test 😵😵,2023-08-12 05:30:05+00:00,PT51S,107604,6852,47,51.0,5,Saturday,1
SSH Key based Authentication on Linux servers 🔥,2023-08-10 11:30:21+00:00,PT25M40S,28266,778,225,1540.0,11,Thursday,1
Amazing Cheatsheet Website!,2023-08-08 16:30:13+00:00,PT40S,154844,19954,61,40.0,16,Tuesday,1
Fastest Way to Make Money from Web Development 🤑💰,2023-08-05 12:27:20+00:00,PT21M30S,389958,18999,968,1290.0,12,Saturday,1
LangChain Tutorial for Beginners | Generative AI Series 🔥,2023-08-04 11:04:31+00:00,PT1H4M46S,236230,5322,408,3886.0,11,Friday,1
Use AI to your Advantage 😈,2023-08-02 17:00:11+00:00,PT55S,149849,15786,90,55.0,17,Wednesday,1
This AI Website Builder Creates Websites in Few Seconds 🔥,2023-08-01 11:30:02+00:00,PT15M51S,132870,4391,568,951.0,11,Tuesday,1
Prank using Python!,2023-07-30 14:39:14+00:00,PT23S,253353,21028,96,23.0,14,Sunday,1
First Programming Language!,2023-07-29 02:26:12+00:00,PT45S,718616,52328,763,45.0,2,Saturday,0
Bet you don't know this VS Code Trick 🔥,2023-07-27 16:30:07+00:00,PT1M,69857,6753,45,60.0,16,Thursday,1
How to Install Windows on a Linux VPS (3GBPS Internet) 🔥,2023-07-27 11:30:09+00:00,PT14M17S,34085,762,195,857.0,11,Thursday,1
End of StackOverflow?,2023-07-26 16:30:04+00:00,PT55S,93931,8617,103,55.0,16,Wednesday,1
A VPN Replacement Programmers should know about! (Secure Next.js & more) 🔥,2023-07-26 05:30:12+00:00,PT32M4S,16330,576,206,1924.0,5,Wednesday,1
console.log of CSS 🔥,2023-07-25 16:30:04+00:00,PT59S,223894,19666,226,59.0,16,Tuesday,1
Is DSA Dead? 😵😵,2023-07-24 16:30:08+00:00,PT1M,183139,15054,126,60.0,16,Monday,1
Dont Make This Coding Mistake ❌❌,2023-07-23 14:42:01+00:00,PT56S,141418,12849,97,56.0,14,Sunday,1
How to Confuse a Python Developer - Part 2 👨‍💻,2023-07-22 16:30:08+00:00,PT57S,199268,18969,105,57.0,16,Saturday,1
Learn to Push Your Code to GitHub in 10 Minutes (Beginner Video) 🔥,2023-07-22 11:30:31+00:00,PT11M13S,1174873,22985,590,673.0,11,Saturday,1
DeepFake on Windows is now so easy! (This is Scary Artificial Intelligence) 🔥,2023-07-18 10:49:35+00:00,PT11M49S,276976,6555,518,709.0,10,Tuesday,1
Buying a Macbook? Lets talk about it! 💻,2023-07-16 14:53:38+00:00,PT13M20S,545839,14437,1008,800.0,14,Sunday,1
Top PC Builds for 2024 (You wont regret building these) 💻,2023-07-15 15:34:16+00:00,PT23M32S,79965,2836,362,1412.0,15,Saturday,1
5 Mind Blowing AI Tools You Wont Believe Existed (Use These) 🔥,2023-07-09 12:30:08+00:00,PT24M50S,284164,11559,3108,1490.0,12,Sunday,1
Best Laptops to buy today (Buy these) 🔥 💻,2023-07-08 16:03:21+00:00,PT26M12S,524432,14409,1091,1572.0,16,Saturday,1
How to Actually Get a Job in Web Development (Get Hired) 👨‍💻,2023-07-07 17:19:35+00:00,PT11M29S,555683,27210,1562,689.0,17,Friday,1
How to Adapt ChatGPT's Impact on Your Coding Journey 👩‍💻👨‍💻,2023-07-06 05:30:09+00:00,PT11M53S,85138,3470,268,713.0,5,Thursday,1
AI Workflow Automation | Automate all your tasks with this tool 🔥🔥,2023-07-05 06:19:29+00:00,PT21M24S,38448,1243,85,1284.0,6,Wednesday,1
Linux Cronjob Tutorial | Learn Linux Cronjobs 🔥,2023-07-03 12:07:27+00:00,PT18M22S,50934,1274,135,1102.0,12,Monday,1
MongoDB for Data Professionals | Data Analysis Tools in MongoDB 🔥,2023-07-02 11:30:23+00:00,PT50M6S,19769,667,93,3006.0,11,Sunday,1
Creating a Meme Coin Using Starton 🔥,2023-07-01 14:32:51+00:00,PT9M33S,32132,1077,142,573.0,14,Saturday,1
Lets Build a Stock Management System in using MongoDB 🍃 and Next.js 🔥,2023-06-30 15:01:25+00:00,PT2H16M38S,99351,2313,207,8198.0,15,Friday,1
A Dream Gadget for all Coders 😍😍😍,2023-06-29 12:41:46+00:00,PT10M24S,107435,4172,383,624.0,12,Thursday,1
50 Linux Commands Every Developer Must Know 🔥,2023-06-27 11:30:16+00:00,PT40M32S,352802,8246,255,2432.0,11,Tuesday,1
HarryGPT - An AI Based Discord Bot 🔥 | Generative AI Series,2023-06-24 14:51:31+00:00,PT1H46S,280554,5271,338,3646.0,14,Saturday,1
Web Scraping using Scrapy | Scrapy Tutorial + Storing Data to MongoDB 🍃,2023-06-21 11:30:04+00:00,PT50M3S,57411,1165,171,3003.0,11,Wednesday,1
"Lets Build a Dall-E Image Generator Using OpenAI, Flask & Replit | Generative AI Series 🔥",2023-06-19 11:30:15+00:00,PT50M40S,146822,3198,280,3040.0,11,Monday,1
Enabling HTTPS on Linode Using Certbot - A Step-by-Step Guide 🔥,2023-06-16 12:26:19+00:00,PT18M15S,17201,493,100,1095.0,12,Friday,1
"Lets Build a Blog Using Appwrite Cloud, Next.js and Tailwind CSS - Step by Step Tutorial 🔥",2023-06-14 11:30:08+00:00,PT55M1S,25241,693,146,3301.0,11,Wednesday,1
"Improving our Portfolio Website using HTML, CSS, JavaScript and React 🔥",2023-06-13 15:35:47+00:00,PT43M36S,169480,3948,264,2616.0,15,Tuesday,1
Clone any Audio using AI with this free tool (For Free) 🔥,2023-06-08 11:30:10+00:00,PT7M2S,232730,5660,310,422.0,11,Thursday,1
This Free AI Image generator will blow your mind!,2023-06-07 11:14:12+00:00,PT7M18S,949773,12505,533,438.0,11,Wednesday,1
"Extracting Product Data from E-Commerce Website using Python, Requests and Live Proxies",2023-06-05 11:30:08+00:00,PT1H10M20S,29374,971,142,4220.0,11,Monday,1
"How to Host a Flask App on Linode for Production using uWSGI, Nginx & Ubuntu | Step-by-Step Tutorial",2023-06-04 11:30:07+00:00,PT16M41S,25257,598,100,1001.0,11,Sunday,1
Making money in Cybersecurity 💰,2023-06-04 07:31:39+00:00,PT1M,161111,13380,125,60.0,7,Sunday,1
How to Generate an NFT Collection using AI via Starton API?,2023-06-02 11:30:12+00:00,PT13M6S,22217,890,147,786.0,11,Friday,1
"FastAPI Tutorial in Hindi | Lets build a Notes app using FastAPI, MongoDB & Bootstrap 🔥",2023-05-31 11:30:01+00:00,PT1H16M37S,265047,4365,259,4597.0,11,Wednesday,1
Hidden VS Code Feature 🔥,2023-05-28 16:45:01+00:00,PT50S,125169,10664,76,50.0,16,Sunday,1
Is Python really dead?? (The real truth) ☠️,2023-05-27 15:49:39+00:00,PT10M54S,306033,10585,764,654.0,15,Saturday,1
"Python Project: Creating a GUI Downloader Using Python, Requests and Tkinter 🔥",2023-05-25 11:30:17+00:00,PT55M10S,34166,1102,174,3310.0,11,Thursday,1
Your Browser is not Secure! (Here's Why),2023-05-21 11:30:23+00:00,PT10M31S,105478,4967,461,631.0,11,Sunday,1
"Personal Portfolio website using HTML, CSS and JavaScript (from scratch) 🔥",2023-05-19 11:30:18+00:00,PT1H14M5S,1490465,28548,945,4445.0,11,Friday,1
"ChatGPT Clone using OpenAI, Flask, HTML, TailwindCSS, & MongoDB (Amazing Frontend Project) 🔥🔥",2023-05-17 11:30:12+00:00,PT2H15M53S,167920,4543,360,8153.0,11,Wednesday,1
Animate your Drawings (Killer AI) 🔥,2023-05-15 17:00:03+00:00,PT29S,115563,10456,89,29.0,17,Monday,1
J.A.R.V.I.S - OpenAI + Python  Powered AI Desktop Assistant that Talks Like a Human (FROM SCRATCH!),2023-05-14 11:47:59+00:00,PT1H21M29S,1152088,27829,1767,4889.0,11,Sunday,1
Web Scraping Tutorial Using Python | BeautifulSoup Tutorial 🔥,2023-05-12 11:30:01+00:00,PT1H5M10S,295128,5414,295,3910.0,11,Friday,1
MongoDB Tutorial in 1 Hour (2024) 🍃,2023-05-10 11:30:13+00:00,PT1H22M57S,1035570,17785,854,4977.0,11,Wednesday,1
I Created this website using Pure Python | Anvil Tutorial 🔥,2023-05-09 11:30:00+00:00,PT27M47S,547912,12295,420,1667.0,11,Tuesday,1
AI For UpScaling Videos 🔥,2023-05-07 17:00:34+00:00,PT32S,329952,17039,188,32.0,17,Sunday,1
How to Deploy a High Traffic Django Application using WSGI,2023-05-06 11:30:18+00:00,PT22M28S,17277,447,117,1348.0,11,Saturday,1
Lets Build a Todos List App using Next.js 13 🔥,2023-05-05 11:30:19+00:00,PT1H3M5S,36709,1102,163,3785.0,11,Friday,1
Google Says AI is Scary 💻,2023-05-04 11:30:30+00:00,PT41S,305272,23970,230,41.0,11,Thursday,1
Get your Laptop Battery Report 💻,2023-05-02 14:14:49+00:00,PT32S,283933,19012,135,32.0,14,Tuesday,1
Windows PowerShell/Terminal Autocomplete,2023-05-01 06:27:31+00:00,PT50S,163869,8552,131,50.0,6,Monday,1
Using MongoDB with Flask Applications (Efficiently),2023-04-28 11:30:20+00:00,PT9M47S,43793,928,240,587.0,11,Friday,1
Backend Average Salary 💰,2023-04-27 11:30:05+00:00,PT57S,304833,25374,198,57.0,11,Thursday,1
How to use TailwindCSS with Python Flask?,2023-04-26 12:18:01+00:00,PT12M32S,26707,760,157,752.0,12,Wednesday,1
Image Editing Website using Python Flask and OpenCV,2023-04-25 11:53:55+00:00,PT40M4S,63125,1767,184,2404.0,11,Tuesday,1
Salary of a Frontend Developer 💵,2023-04-25 06:16:40+00:00,PT59S,798416,58952,499,59.0,6,Tuesday,0
VS Code Snippets Tutorial 👨‍💻,2023-04-21 12:00:36+00:00,PT1M,217808,15587,68,60.0,12,Friday,1
Elon Musk's Interview Question 🏪,2023-04-20 11:26:23+00:00,PT39S,442976,30842,197,39.0,11,Thursday,1
Password generator in Python!,2023-04-15 11:30:06+00:00,PT31S,642794,45805,230,31.0,11,Saturday,1
VS Code Mouse Wheel Trick 🔥,2023-04-15 06:10:39+00:00,PT25S,121009,10732,120,25.0,6,Saturday,1
ChatGPT ❌,2023-04-14 11:36:44+00:00,PT1M,181883,13941,216,60.0,11,Friday,1
ChatGPT fooled a human!,2023-04-13 06:43:08+00:00,PT37S,704019,49417,477,37.0,6,Thursday,0
How to Host Multiple Websites on a $5 Server (Step by Step Guide),2023-04-10 11:30:20+00:00,PT19M46S,39573,1166,307,1186.0,11,Monday,1
Learn Web Development Fast!,2023-04-09 16:30:07+00:00,PT53S,966019,95408,2861,53.0,16,Sunday,0
Exploring Requests Module in Python (Deepdive),2023-04-08 12:57:48+00:00,PT58M52S,48445,1404,202,3532.0,12,Saturday,1
5 Tricks of Google Search,2023-04-07 17:00:37+00:00,PT57S,224843,23229,105,57.0,17,Friday,1
Download More Ram 💻,2023-04-06 16:30:05+00:00,PT40S,275895,21601,1105,40.0,16,Thursday,1
Quick and Easy Guide to Set up Your WordPress Blog in Minutes (Fastest Way),2023-04-06 11:30:30+00:00,PT11M13S,37536,1276,193,673.0,11,Thursday,1
ChatGPT is Good for Jobs!,2023-04-05 09:14:04+00:00,PT58S,147097,12469,81,58.0,9,Wednesday,1
Aws Activate for Startups!,2023-04-04 06:30:11+00:00,PT48S,186276,11054,53,48.0,6,Tuesday,1
Fake Windows Update 💻,2023-03-30 11:56:27+00:00,PT33S,193146,14969,228,33.0,11,Thursday,1
ChatGPT helped me create this KBC Quiz App (Watch me Build it),2023-03-29 11:30:26+00:00,PT1H5M1S,83638,2378,327,3901.0,11,Wednesday,1
Fastest Way to Learn React in 2024 🔥,2023-03-28 16:30:01+00:00,PT47S,890035,56824,2555,47.0,16,Tuesday,0
Python Crash Course in Hindi | 5 Python Projects | Complete Python Tutorial,2023-03-25 13:37:43+00:00,PT3H8M46S,1293035,33783,2451,11326.0,13,Saturday,1
Python vs JavaScript: Which one to Learn in 2024? (For Jobs),2023-03-18 05:30:13+00:00,PT8M25S,473392,16331,954,505.0,5,Saturday,1
"Choosing the Right Python Web Framework: Django, Flask, or FastAPI?",2023-03-15 11:30:16+00:00,PT12M48S,229031,5645,366,768.0,11,Wednesday,1
What is a Graph Database? | Getting Started with Neo4j AuraDB: A Step-by-Step Tutorial 🔥,2023-03-14 15:06:23+00:00,PT14M26S,63440,1723,169,866.0,15,Tuesday,1
Free Office 365 on your Own Server (NextCloud Tutorial),2023-03-13 11:30:02+00:00,PT12M6S,34922,1055,117,726.0,11,Monday,1
Stop Saving Your Passwords like this (Use Passky Instead!),2023-03-12 11:30:06+00:00,PT10M31S,25978,1158,157,631.0,11,Sunday,1
Install VS Code/FireFox like Apps on Ubuntu Server (Get 1GBPS Internet Speed for Free),2023-03-11 11:30:04+00:00,PT12M25S,32162,1019,161,745.0,11,Saturday,1
I Created Discord like Calling App in 5 Minutes... (With Custom Domain),2023-03-10 06:01:02+00:00,PT12M27S,37795,1423,139,747.0,6,Friday,1
Docker Made Easy: Discover the Magic of Yacht,2023-03-08 11:58:41+00:00,PT11M20S,22536,797,176,680.0,11,Wednesday,1
Conclusion and Where to go from here | Python Tutorial - Day #100,2023-03-07 13:23:30+00:00,PT16M39S,371547,11561,1395,999.0,13,Tuesday,1
Exercise 11: Solution + Shoutouts - Desktop Notification System | Python Tutorial - Day #99,2023-03-06 11:30:00+00:00,PT10M6S,122266,1957,232,606.0,11,Monday,1
MultiProcessing in Python | Python Tutorial - Day #98,2023-03-05 11:30:28+00:00,PT20M4S,126262,2839,195,1204.0,11,Sunday,1
Multithreading in Python | Python Tutorial - Day #97,2023-03-04 15:23:27+00:00,PT17M49S,160306,3894,193,1069.0,15,Saturday,1
AsyncIO in Python | Python Tutorial - Day #96,2023-03-03 11:32:53+00:00,PT10M29S,114846,2785,173,629.0,11,Friday,1
Regular Expressions in Python | Python Tutorial - Day #95,2023-03-02 14:07:54+00:00,PT13M3S,199940,4546,131,783.0,14,Thursday,1
Exercise 11 - Drink Water Reminder | Python Tutorial - Day #94,2023-03-01 11:58:47+00:00,PT4M20S,66541,1775,305,260.0,11,Wednesday,1
Exercise 10 - News App Solution & Shoutout | Python Tutorial - Day #93,2023-02-28 12:33:43+00:00,PT11M31S,70537,1812,120,691.0,12,Tuesday,1
SearX: The Private Search Engine You Need to Know About!,2023-02-28 06:21:35+00:00,PT12M54S,83746,3143,349,774.0,6,Tuesday,1
Function Caching in Python | Python Tutorial - Day #92,2023-02-27 11:30:13+00:00,PT11M14S,71447,2603,141,674.0,11,Monday,1
Generators in Python | Python Tutorial - Day #91,2023-02-26 11:30:24+00:00,PT8M47S,117654,3373,129,527.0,11,Sunday,1
I Can Speak Like Shah Rukh Khan - Thanks to this AI 🔥,2023-02-26 02:30:14+00:00,PT14M32S,516547,17267,1880,872.0,2,Sunday,1
Exercise 10: News App in Python | Python Tutorial - Day #90,2023-02-25 11:30:03+00:00,PT4M34S,70304,1866,122,274.0,11,Saturday,1
Requests Module in Python | Python Tutorial - Day #89,2023-02-24 11:30:17+00:00,PT8M46S,95567,2699,201,526.0,11,Friday,1
Exercise 9: Solution - Shoutouts to Everyone | Python Tutorial - Day #88,2023-02-23 12:03:10+00:00,PT12M14S,54778,1574,195,734.0,12,Thursday,1
Shutil Module in Python | Python Tutorial - Day #87,2023-02-22 14:50:29+00:00,PT12M42S,85350,3116,253,762.0,14,Wednesday,1
Walrus Operator in Python | Python Tutorial - Day #86,2023-02-21 15:21:29+00:00,PT9M36S,77781,2697,113,576.0,15,Tuesday,1
Look like a hacker (With this Trick) 🔥🔥,2023-02-21 07:21:42+00:00,PT40S,3365351,222051,730,40.0,7,Tuesday,0
Creating command line utility in python | Python Tutorial - Day #85,2023-02-20 14:35:35+00:00,PT18M32S,100332,2719,304,1112.0,14,Monday,1
Time Module in Python | Python Tutorial - Day #84,2023-02-19 15:03:14+00:00,PT11M37S,106957,3403,1413,697.0,15,Sunday,1
[Scary] ChatGPT generated this website for me (I am scared) 😢😭,2023-02-19 03:30:07+00:00,PT11M14S,898274,21013,952,674.0,3,Sunday,1
Exercise 9 - Shoutouts to Everyone | Python Tutorial - Day #83,2023-02-18 14:12:02+00:00,PT3M48S,57830,1766,175,228.0,14,Saturday,1
OpenAI Secret Trick - Automated ChatGPT 🔥🔥,2023-02-18 02:30:07+00:00,PT52S,919570,68797,258,52.0,2,Saturday,0
Exercise 8 - Merge the Pdf Solution in Python | Python Tutorial - Day #82,2023-02-17 16:15:59+00:00,PT7M51S,68729,1864,110,471.0,16,Friday,1
Hybrid and Hierarchical Inheritance in Python | Python Tutorial - Day #81,2023-02-16 13:29:18+00:00,PT8M54S,83815,2667,116,534.0,13,Thursday,1
Multilevel Inheritance in Python | Python Tutorial - Day #80,2023-02-15 14:25:02+00:00,PT7M54S,91931,2834,183,474.0,14,Wednesday,1
Multiple Inheritance in Python | Python Tutorial - Day #79,2023-02-14 14:07:09+00:00,PT6M11S,96379,2873,125,371.0,14,Tuesday,1
Single Inheritance in Python | Python Tutorial - Day #78,2023-02-13 11:30:09+00:00,PT4M39S,99482,2949,185,279.0,11,Monday,1
Enhance your app's security with this tool 🔥,2023-02-12 16:30:10+00:00,PT47S,95290,9237,59,47.0,16,Sunday,1
Operator Overloading in Python | Python Tutorial - Day #77,2023-02-12 11:30:04+00:00,PT7M24S,124052,3224,154,444.0,11,Sunday,1
Exercise 8 - Merge the PDF | Python Tutorial - Day #76,2023-02-11 15:23:47+00:00,PT3M14S,76069,2099,161,194.0,15,Saturday,1
Exercise 7 Solution + Shoutouts | Python Tutorial - Day #75,2023-02-10 13:03:30+00:00,PT12M12S,78182,2169,120,732.0,13,Friday,1
Method Overriding in Python | Python Tutorial - Day #74,2023-02-09 11:30:02+00:00,PT6M27S,122536,3221,143,387.0,11,Thursday,1
"Spot the bug, I challenge you! 👨‍💻",2023-02-09 05:30:12+00:00,PT12M11S,22906,1370,140,731.0,5,Thursday,1
Magic/Dunder Methods in Python | Python Tutorial - Day #73,2023-02-08 15:42:04+00:00,PT12M12S,126860,3693,213,732.0,15,Wednesday,1
super keyword in Python | Python Tutorial - Day #72,2023-02-07 15:20:17+00:00,PT9M8S,121741,3736,188,548.0,15,Tuesday,1
"dir, __dict__ and help method in Python | Python Tutorial - Day #71",2023-02-06 12:15:52+00:00,PT7M23S,108559,3515,132,443.0,12,Monday,1
Class Methods as Alternative Constructors in Python | Python Tutorial - Day #70,2023-02-05 15:03:34+00:00,PT13M6S,123905,3592,466,786.0,15,Sunday,1
Class Methods in Python | Python Tutorial - Day #69,2023-02-04 13:00:07+00:00,PT6M25S,152035,3936,179,385.0,13,Saturday,1
"Lets Build a News App Using ExpressJs +HTML, CSS and JavaScript (Awesome Project) 🔥",2023-02-04 05:30:00+00:00,PT1H3M54S,95447,2917,208,3834.0,5,Saturday,1
Exercise 7 - Clear the Clutter | Python Tutorial - Day #68,2023-02-03 13:30:02+00:00,PT3M34S,89881,2334,185,214.0,13,Friday,1
Appwrite - An Easy to setup Open-Source Backend Server 🔥,2023-02-03 05:30:04+00:00,PT20M42S,84022,2490,131,1242.0,5,Friday,1
Exercise 6 Solution - Library Management Software in Python | Python Tutorial - Day #67,2023-02-02 11:30:19+00:00,PT9M34S,110394,2584,209,574.0,11,Thursday,1
Instance variables vs Class variables in Python | Python Tutorial - Day #66,2023-02-01 14:13:53+00:00,PT14M37S,150328,4335,200,877.0,14,Wednesday,1
Static Methods in Python | Python Tutorial - Day #65,2023-01-31 13:05:45+00:00,PT7M37S,168559,4544,498,457.0,13,Tuesday,1
Exercise 6 - Library Management System in Python | Python Tutorial - Day #64,2023-01-30 11:30:22+00:00,PT3M15S,121945,3197,283,195.0,11,Monday,1
Snake Water Gun Game in Python - Exercise 5 - Solution | Python Tutorial - Day #63,2023-01-29 11:30:09+00:00,PT15M28S,147972,3372,308,928.0,11,Sunday,1
Access Modifiers in Python | Python Tutorial - Day #62,2023-01-28 12:22:47+00:00,PT11M43S,190647,5084,197,703.0,12,Saturday,1
Inheritance in Python | Python Tutorial - Day #61,2023-01-27 11:30:00+00:00,PT7M34S,236617,5974,186,454.0,11,Friday,1
Learn to Install and Manage Applications on Cloudron | Cloudron Tutorial,2023-01-27 05:30:02+00:00,PT14M24S,12924,494,56,864.0,5,Friday,1
Getters and Setters in Python | Python Tutorial - Day #60,2023-01-26 11:30:01+00:00,PT10M37S,244762,5449,411,637.0,11,Thursday,1
Decorators in Python | Python Tutorial - Day #59,2023-01-25 12:27:48+00:00,PT13M5S,348780,8477,392,785.0,12,Wednesday,1
Constructors in Python | Python Tutorial - Day #58,2023-01-24 11:30:01+00:00,PT11M17S,327042,8153,371,677.0,11,Tuesday,1
Classes and Objects in Python | Python Tutorial - Day #57,2023-01-23 11:30:00+00:00,PT9M32S,459191,11485,1757,572.0,11,Monday,1
Introduction to OOPs in Python | Python Tutorial - Day #56,2023-01-22 11:30:08+00:00,PT15M54S,433933,10516,321,954.0,11,Sunday,1
Exercise 5 - Snake Water Gun | Python Tutorial - Day #55,2023-01-21 11:30:09+00:00,PT5M55S,150330,3918,583,355.0,11,Saturday,1
'is' vs '==' in Python | Python Tutorial - Day #54,2023-01-20 15:48:37+00:00,PT8M1S,156310,5474,302,481.0,15,Friday,1
Tatum: An Amazing platform for Web 3 developers,2023-01-20 10:47:24+00:00,PT8M26S,37707,1574,161,506.0,10,Friday,1
"Map, Filter and Reduce in Python | Python Tutorial - Day #53",2023-01-19 11:30:06+00:00,PT13M1S,280396,8561,1103,781.0,11,Thursday,1
Lambda functions in Python | Python Tutorial - Day #52,2023-01-18 11:30:06+00:00,PT9M18S,310620,8777,271,558.0,11,Wednesday,1
"seek(), tell() and other functions | Python Tutorial - Day #51",2023-01-17 11:30:08+00:00,PT7M47S,218640,6784,273,467.0,11,Tuesday,1
Tips to get Foreign Internship - Part 2,2023-01-17 02:30:12+00:00,PT1M,116808,11375,79,60.0,2,Tuesday,1
"read(), readlines() and other methods | Python Tutorial - Day #50",2023-01-16 11:30:20+00:00,PT10M47S,271059,7260,751,647.0,11,Monday,1
Tips to get Foreign Internship - Part 1,2023-01-16 08:45:00+00:00,PT1M,229306,19990,111,60.0,8,Monday,1
File IO in Python | Python Tutorial - Day #49,2023-01-15 11:30:10+00:00,PT12M53S,387343,9426,325,773.0,11,Sunday,1
Local vs Global Variables in Python| Python Tutorial - Day #48,2023-01-14 11:30:07+00:00,PT10M37S,247512,7496,329,637.0,11,Saturday,1
PC and App Streaming on the Browser: Kasm Workspaces,2023-01-14 07:08:37+00:00,PT14M30S,19409,818,103,870.0,7,Saturday,1
Exercise 4: Solutions and Shoutouts | Python Tutorial - Day #47,2023-01-13 11:30:01+00:00,PT19M31S,195251,4384,423,1171.0,11,Friday,1
os Module in Python | Python Tutorial - Day #46,2023-01-12 11:30:12+00:00,PT15M24S,319495,8410,393,924.0,11,Thursday,1
"if __name__ == ""__main__"" in Python | Python Tutorial - Day #45",2023-01-11 11:30:18+00:00,PT9M24S,296424,8856,526,564.0,11,Wednesday,1
How import works in Python | Python Tutorial - Day #44,2023-01-10 14:30:05+00:00,PT12M42S,279024,7897,324,762.0,14,Tuesday,1
Can ChatGPT solve JEE Advanced Problem?,2023-01-10 11:18:10+00:00,PT6M2S,315429,10624,758,362.0,11,Tuesday,1
*One* tip to learn programming fast,2023-01-10 02:30:17+00:00,PT57S,971268,104528,542,57.0,2,Tuesday,0
Virtual Environment in Python | Python Tutorial - Day #43,2023-01-09 11:30:22+00:00,PT21M38S,345605,9025,632,1298.0,11,Monday,1
I asked ChatGPT to write me a standup comedy script!,2023-01-09 06:13:45+00:00,PT4M7S,117158,4683,282,247.0,6,Monday,1
Avoid this mistake as a coder!,2023-01-09 02:30:26+00:00,PT1M,264215,32267,130,60.0,2,Monday,1
Enumerate Function in Python | Python Tutorial - Day #42,2023-01-08 11:30:12+00:00,PT7M37S,280255,7739,287,457.0,11,Sunday,1
Short hand if else statements | Python Tutorial - Day #41,2023-01-07 11:30:08+00:00,PT7M43S,252420,7694,583,463.0,11,Saturday,1
Which programming language to learn first?🔥,2023-01-07 07:06:33+00:00,PT59S,278639,23817,189,59.0,7,Saturday,1
Exercise 4: Secret Code Language | Python Tutorial - Day #40,2023-01-06 11:30:15+00:00,PT6M5S,249221,6553,910,365.0,11,Friday,1
5 ways to make money as a programmer 🤑,2023-01-06 02:30:12+00:00,PT1M,633491,63085,140,60.0,2,Friday,0
Kaun Banega Crorepati: Exercise 3 - Solution & Shoutouts | Python Tutorial - Day #39,2023-01-05 11:30:14+00:00,PT23M16S,325864,7447,739,1396.0,11,Thursday,1
One Harsh truth about programming ☹️,2023-01-05 02:30:06+00:00,PT58S,280634,31672,216,58.0,2,Thursday,1
Raising custom errors in Python | Python Tutorial - Day #38,2023-01-04 11:30:11+00:00,PT10M42S,312073,9209,1053,642.0,11,Wednesday,1
5 ways to master programming logic 🔥,2023-01-04 02:30:18+00:00,PT1M,971795,115548,209,60.0,2,Wednesday,0
Finally keyword in Python | Python Tutorial - Day #37,2023-01-03 11:30:20+00:00,PT8M5S,317093,9676,373,485.0,11,Tuesday,1
5 Tips for Maximum Package College Placement,2023-01-03 02:30:00+00:00,PT1M,690702,65074,164,60.0,2,Tuesday,0
Exception Handling in Python | Python Tutorial - Day #36,2023-01-02 11:30:02+00:00,PT10M53S,511547,13284,423,653.0,11,Monday,1
